0,0.7598,0,-1,0,0
1,0.7598,0,-0.142462,0.438,1
2,0.7598,-24.5637,-0.142462,1.314,0.572612
3,0.7598,-3.1252,-0.142462,1.752,0.572612
4,0.7598,-3.1252,-0.142462,2.19,0.572612
5,0.7598,-3.1252,-0.142462,2.628,0.572612
6,0.7598,-3.1252,-0.142462,3.066,0.572612
7,0.7598,-3.1252,-0.142462,3.504,0.572612
8,0.7598,-3.1252,-0.142462,3.942,0.572612
9,0.7598,-3.1252,-0.142462,4.38,0.572612
10,0.7598,-3.1252,-0.142462,4.818,0.572612
11,0.7598,-3.1252,-0.142462,5.256,0.572612
12,0.7598,-3.1252,-0.142462,5.694,0.572612
13,0.7598,-3.1252,-0.142462,6.132,0.572612
14,0.7599,-3.1252,-0.142881,6.57,0.570519
15,0.7598,-3.1252,-0.142063,6.7858,0.57545
16,0.7597,-3.1357,-0.142044,4.8749,0.573906
17,0.7596,-3.1152,-0.142025,3.2057,0.573962
18,0.7594,-3.1148,-0.141587,1.7207,0.576113
19,0.7593,-3.1143,-0.141969,0.5942,0.573331
20,0.759,-3.1034,-0.141113,0.7852,0.578375
21,0.7588,-3.1129,-0.141475,1.3402,0.57485
22,0.7586,-3.0915,-0.141438,1.7038,0.575762
23,0.7583,-3.1005,-0.140981,1.8565,0.577969
24,0.758,-3.0996,-0.140925,1.8307,0.577337
25,0.7577,-3.0882,-0.140869,1.6958,0.577506
26,0.7574,-3.0868,-0.140812,1.5071,0.577675
27,0.7571,-3.0854,-0.140756,1.3069,0.577844
28,0.7567,-3.084,-0.140281,1.1471,0.580106
29,0.7563,-3.0826,-0.140206,1.058,0.579531
30,0.7559,-3.0707,-0.140131,1.0596,0.579756
31,0.7555,-3.0688,-0.140056,1.0973,0.579981
32,0.7551,-3.067,-0.139981,1.1679,0.580206
33,0.7546,-3.0651,-0.139488,1.2523,0.582525
34,0.7541,-3.0632,-0.139394,1.3273,0.582006
35,0.7535,-3.0509,-0.138881,1.4033,0.584381
36,0.7529,-3.0485,-0.138769,1.4598,0.583919
37,0.7523,-3.0357,-0.138656,1.4945,0.584256
38,0.7517,-3.0329,-0.138544,1.5918,0.584594
39,0.751,-3.0301,-0.138012,1.668,0.587025
40,0.7503,-3.0273,-0.137881,1.731,0.586619
41,0.7496,-3.014,-0.13775,1.7692,0.587012
42,0.7488,-3.0107,-0.1372,1.8921,0.5895
43,0.748,-3.0074,-0.13705,1.9874,0.58915
44,0.7471,-2.9937,-0.136481,2.0714,0.591694
45,0.7462,-2.9899,-0.136312,2.1654,0.5914
46,0.7452,-2.9757,-0.135725,2.2408,0.594
47,0.7442,-2.9715,-0.135537,2.3288,0.593763
48,0.7432,-2.9568,-0.13535,2.4123,0.594325
49,0.7421,-2.9521,-0.134744,2.4981,0.596981
50,0.741,-2.9474,-0.134538,2.6082,0.5968
51,0.7398,-2.9323,-0.133913,2.6785,0.599512
52,0.7386,-2.9271,-0.133688,2.792,0.599387
53,0.7373,-2.9115,-0.133044,2.916,0.602156
54,0.7359,-2.9059,-0.132381,3.0126,0.604181
55,0.7345,-2.8898,-0.132119,3.126,0.604169
56,0.733,-2.8732,-0.131437,3.2362,0.60705
57,0.7315,-2.8666,-0.131156,3.3499,0.607094
58,0.7299,-2.8496,-0.130456,3.4729,0.610031
59,0.7282,-2.8426,-0.129737,3.5952,0.612225
60,0.7265,-2.8251,-0.129419,3.7169,0.612381
61,0.7246,-2.8071,-0.128262,3.8455,0.617525
62,0.7227,-2.7991,-0.127906,3.9744,0.616994
63,0.7207,-2.7702,-0.127131,4.108,0.620156
64,0.7187,-2.7613,-0.126756,4.2441,0.620481
65,0.7165,-2.742,-0.125544,4.3835,0.625794
66,0.7143,-2.7326,-0.125131,4.5246,0.625431
67,0.7119,-2.7023,-0.123881,4.6667,0.630856
68,0.7095,-2.6919,-0.123431,4.8088,0.630606
69,0.707,-2.6607,-0.122562,4.9517,0.63405
70,0.7043,-2.6495,-0.121256,5.0945,0.638844
71,0.7016,-2.6277,-0.12075,5.2377,0.638763
72,0.6988,-2.5951,-0.119825,5.3818,0.642375
73,0.6959,-2.5824,-0.118881,5.5258,0.645244
74,0.6928,-2.5593,-0.1175,5.6702,0.650262
75,0.6897,-2.5357,-0.116919,5.815,0.650406
76,0.6865,-2.5012,-0.115919,5.9607,0.654244
77,0.6831,-2.4866,-0.114481,6.1064,0.659431
78,0.6796,-2.4616,-0.113425,6.2525,0.661838
79,0.676,-2.4257,-0.11235,6.3994,0.6651
80,0.6723,-2.3993,-0.111256,6.5469,0.668419
81,0.6685,-2.3724,-0.110144,6.6947,0.671794
82,0.6645,-2.3451,-0.108594,6.843,0.677319
83,0.6605,-2.3173,-0.107844,6.9919,0.677969
84,0.6563,-2.2785,-0.106256,7.1416,0.684406
85,0.6519,-2.2598,-0.104631,7.2915,0.689356
86,0.6475,-2.2201,-0.103806,7.4423,0.690231
87,0.6429,-2.1795,-0.102144,7.5941,0.696894
88,0.6381,-2.1588,-0.100444,7.746,0.702069
89,0.6332,-2.1173,-0.099125,7.8988,0.705263
90,0.6282,-2.0748,-0.0977875,8.0527,0.709313
91,0.6231,-2.0418,-0.0964313,8.2071,0.713419
92,0.6178,-2.0084,-0.0946375,8.3622,0.719675
93,0.6124,-1.9744,-0.093225,8.5179,0.72315
94,0.6068,-1.9296,-0.091375,8.6747,0.729575
95,0.601,-1.8943,-0.0894875,8.8322,0.735313
96,0.5951,-1.848,-0.0879812,8.9906,0.739069
97,0.5891,-1.8009,-0.0864562,9.1502,0.743681
98,0.5829,-1.7632,-0.0844938,9.3106,0.750444
99,0.5766,-1.7251,-0.0829125,9.4716,0.754425
100,0.5701,-1.676,-0.0808938,9.6338,0.761356
101,0.5634,-1.6365,-0.0788375,9.7968,0.7676
102,0.5566,-1.586,-0.0771625,9.9609,0.771863
103,0.5499,-1.5346,-0.0763063,10.1262,0.772794
104,0.5436,-1.4927,-0.076725,10.2924,0.768988
105,0.538,-1.4713,-0.078475,10.4587,0.761075
106,0.5332,-1.4818,-0.080775,10.6242,0.753075
107,0.5297,-1.5255,-0.0853187,10.7877,0.734956
108,0.5279,-1.583,-0.0917813,10.9489,0.711731
109,0.5285,-1.6966,-0.101494,11.1063,0.676094
110,0.5173,-1.8582,-0.0521938,11.2581,0.942019
111,0.51,-2.101,-0.066425,11.4672,0.772262
112,0.5037,-0.8685,-0.0692438,11.4227,0.786631
