0,0.7598,0,-1,0,0
1,0.7598,0,-0.142462,0.438,0.3
2,0.7598,-24.5637,-0.142462,1.314,0.3
3,0.7598,-3.1252,-0.142462,1.752,0.3
4,0.7598,-3.1252,-0.142462,2.19,0.3
5,0.7598,-3.1252,-0.142462,2.628,0.3
6,0.7598,-3.1252,-0.142462,3.066,0.3
7,0.7598,-3.1252,-0.142462,3.504,0.3
8,0.7598,-3.1252,-0.142462,3.942,0.3
9,0.7598,-3.1252,-0.142462,4.38,0.3
10,0.7598,-3.1252,-0.142462,4.818,0.3
11,0.7598,-3.1252,-0.142462,5.256,0.3
12,0.7598,-3.1252,-0.142462,5.694,0.3
13,0.7598,-3.1252,-0.142462,6.132,0.3
14,0.7599,-3.1252,-0.142881,6.57,0.3
15,0.7598,-3.1252,-0.142063,6.7858,0.3
16,0.7598,-3.1357,-0.142462,4.8681,0.3
17,0.7597,-3.1152,-0.142044,3.1909,0.3
18,0.7596,-3.1252,-0.142025,1.688,0.3
19,0.7595,-3.1148,-0.142006,0.5181,0.3
20,0.7594,-3.1143,-0.141988,0.6071,0.3
21,0.7593,-3.1138,-0.141969,1.2556,0.3
22,0.7592,-3.1134,-0.14195,1.6153,0.3
23,0.7591,-3.1129,-0.141931,1.7627,0.3
24,0.7589,-3.1124,-0.141494,1.7195,0.3
25,0.7588,-3.112,-0.141875,1.5595,0.3
26,0.7586,-3.101,-0.141438,1.3261,0.3
27,0.7585,-3.1105,-0.141819,1.0588,0.3
28,0.7583,-3.0996,-0.141381,0.7921,0.3
29,0.7582,-3.1091,-0.141763,0.6194,0.3
30,0.758,-3.0982,-0.141325,0.5351,0.3
31,0.7578,-3.1077,-0.141288,0.5136,0.3
32,0.7576,-3.0968,-0.14125,0.5869,0.3
33,0.7573,-3.0959,-0.140794,0.6432,0.3
34,0.7571,-3.0949,-0.141156,0.7082,0.3
35,0.7568,-3.0835,-0.1407,0.7317,0.3
36,0.7566,-3.0926,-0.141063,0.7177,0.3
37,0.7563,-3.0812,-0.140606,0.7637,0.3
38,0.756,-3.0902,-0.14055,0.7432,0.3
39,0.7557,-3.0788,-0.140494,0.7911,0.3
40,0.7554,-3.0774,-0.140437,0.8238,0.3
41,0.7551,-3.076,-0.140381,0.8001,0.3
42,0.7548,-3.0746,-0.140325,0.8694,0.3
43,0.7544,-3.0732,-0.13985,0.9163,0.30075
44,0.7541,-3.0718,-0.140194,0.9488,0.3
45,0.7537,-3.0599,-0.139719,1.0104,0.301406
46,0.7533,-3.0685,-0.139644,1.045,0.301781
47,0.7528,-3.0566,-0.13915,1.0845,0.30425
48,0.7524,-3.0548,-0.139475,1.0915,0.302625
49,0.752,-3.0424,-0.1394,1.1343,0.303
50,0.7515,-3.0505,-0.138906,1.2274,0.305469
51,0.751,-3.0487,-0.138813,1.2186,0.305937
52,0.7505,-3.0363,-0.138719,1.2932,0.306406
53,0.75,-3.034,-0.138625,1.2898,0.306875
54,0.7489,-3.0316,-0.136019,1.4135,0.319906
55,0.7483,-3.0293,-0.137906,1.4588,0.310469
56,0.7477,-2.9641,-0.137794,1.4983,0.311031
57,0.747,-3.0113,-0.137262,1.5596,0.313688
58,0.7464,-3.0085,-0.13755,1.6161,0.31225
59,0.7457,-2.9952,-0.137019,1.6504,0.314906
60,0.745,-3.0024,-0.136887,1.7031,0.315563
61,0.7442,-2.9891,-0.136337,1.7582,0.318313
62,0.7435,-2.9859,-0.136606,1.797,0.316969
63,0.7427,-2.9721,-0.136056,1.8688,0.319719
64,0.7419,-2.9788,-0.135906,1.9323,0.320469
65,0.7401,-2.9651,-0.131569,2.0535,0.342156
66,0.7392,-2.9613,-0.135,2.1325,0.325
67,0.7382,-2.8529,-0.134412,2.1785,0.327937
68,0.7373,-2.9387,-0.134644,2.2216,0.326781
69,0.7362,-2.924,-0.133638,2.2911,0.331812
70,0.7352,-2.9298,-0.13385,2.356,0.33075
71,0.7341,-2.9046,-0.133244,2.4406,0.333781
72,0.733,-2.9099,-0.133038,2.5133,0.334812
73,0.7318,-2.8948,-0.132413,2.5839,0.337937
74,0.7306,-2.8896,-0.132188,2.6671,0.339062
75,0.728,-2.874,-0.1261,2.8234,0.3695
76,0.7267,-2.8684,-0.131056,2.9042,0.344719
77,0.7252,-2.7162,-0.129975,3.0061,0.350125
78,0.7223,-2.8401,-0.123831,3.1606,0.380844
79,0.7207,-2.813,-0.128731,3.2406,0.356344
80,0.7191,-2.6594,-0.128431,3.3251,0.357844
81,0.7175,-2.782,-0.128131,3.4076,0.359344
82,0.7158,-2.7744,-0.127412,3.4846,0.362938
83,0.714,-2.767,-0.126675,3.5694,0.366625
84,0.7122,-2.749,-0.126338,3.6484,0.368312
85,0.7103,-2.7305,-0.125581,3.7318,0.372094
86,0.7084,-2.7221,-0.125225,3.8127,0.373875
87,0.7064,-2.7032,-0.12445,3.897,0.37775
88,0.7043,-2.6943,-0.123656,3.9774,0.381719
89,0.7022,-2.6749,-0.123263,4.063,0.383687
90,0.7001,-2.6551,-0.122869,4.1456,0.385656
91,0.6978,-2.6452,-0.121638,4.2311,0.391812
92,0.6956,-2.6354,-0.121625,4.3156,0.391875
93,0.6932,-2.6046,-0.120375,4.4017,0.398125
94,0.6908,-2.6043,-0.119925,4.4878,0.400375
95,0.6883,-2.573,-0.119056,4.5751,0.404719
96,0.6857,-2.5618,-0.118169,4.6628,0.409156
97,0.6831,-2.5401,-0.117681,4.7514,0.411594
98,0.6804,-2.5179,-0.116775,4.8409,0.416125
99,0.6777,-2.5057,-0.116269,4.9308,0.418656
100,0.6748,-2.483,-0.114925,5.0216,0.425375
101,0.6719,-2.4704,-0.114381,5.113,0.428094
